id,xf,yf,amplitude,peaks
3141.0,0.0051635111876075735,(1362.3084179853377+6221.5549536336j),21.924125075785412,26
3141.0,0.0068846815834767644,(878.7025803040437+6709.335870342528j),23.29305270060809,33
3141.0,0.008605851979345956,(3780.984571229573-802.3169899953763j),13.305240262751374,38
3141.0,0.010327022375215147,(5093.991903811773-328.7260019494033j),17.571730030921163,45
3141.0,0.012048192771084338,(642.5359274702786-2572.867631372524j),9.128695943241375,51
3141.0,0.013769363166953529,(-2188.004340276154-2228.0644104456587j),10.749606331387463,57
3141.0,0.01549053356282272,(-3165.317579356705-1769.1244410472952j),12.482478637494436,64
3141.0,0.017211703958691912,(-2152.1606148931746+1457.1211446733632j),8.946773743326954,71
3141.0,0.0189328743545611,(508.83159930490325+1257.3892633007617j),4.669338745309843,76
3141.0,0.020654044750430294,(17.93655516263669+2767.2405194097078j),9.525985022074671,84
3141.0,0.022375215146299483,(321.23150404068514+1515.0389581781046j),5.331221014746319,90
3141.0,0.024096385542168676,(1493.5718047104265-944.1712164085234j),6.082545093099899,97
3141.0,0.025817555938037865,(1778.4993669467428-1655.5564626959829j),8.364199060322546,103
3141.0,0.027538726333907058,(-6.326236612638354-1007.813919687319j),3.469307314896386,110
3141.0,0.02925989672977625,(-997.5305894353402+655.2906906308194j),4.108478319409257,115
3143.0,0.0,(159715-0j),266.63606010016696,0
3143.0,0.001669449081803005,(-8442.645606995284-4761.740257851328j),32.36362749081341,9
3143.0,0.00333889816360601,(5191.124477079241-995.3188767681374j),17.648353543516492,14
3143.0,0.005008347245409015,(-6794.008330449856+7836.756151167998j),34.63023281940749,21
3143.0,0.00667779632721202,(-4673.9236774155615+2251.171364974286j),17.321557201895878,28
3143.0,0.008347245409015025,(-55.89126203759656+6997.557582144755j),23.364877420390926,34
3143.0,0.01001669449081803,(4350.86605940372+937.2796164180083j),14.860358307842953,39
3143.0,0.011686143572621035,(5496.762534753963+1233.519882553583j),18.8095783179802,45
3143.0,0.01335559265442404,(1862.858463481346-3096.6819545539593j),12.066170397218281,51
3143.0,0.015025041736227046,(-2322.108492568803-2082.0136143789305j),10.413385087775799,60
3143.0,0.01669449081803005,(-3412.6343021077187-1309.8120145835542j),12.204885598902248,66
3143.0,0.018363939899833055,(-912.0000994878433+2461.5452355732373j),8.76481381631453,72
3143.0,0.02003338898163606,(-1447.2010118844255+1705.687652488206j),7.46881080174527,78
3143.0,0.021702838063439065,(-1361.1845138779788+1000.3817602471121j),5.640254856724383,85
3143.0,0.02337228714524207,(1874.665888075228+413.18225165668684j),6.4095468566615255,90
3143.0,0.025041736227045076,(-617.2194679924501+1709.4535349174769j),6.068341788087896,95
3143.0,0.02671118530884808,(1728.3982704098323-660.2248763858303j),6.17764510819676,104
3143.0,0.028380634390651086,(-1464.6202505432261-367.0230462177153j),5.041424875964065,114
3144.0,0.0,(254008-0j),250.7482724580454,0
3144.0,0.0009871668311944718,(-2443.1130151775906-19777.636138673235j),39.34444733703143,10
3144.0,0.0019743336623889436,(-2461.135772838419-8795.926035793478j),18.03308252408898,15
3144.0,0.002961500493583415,(-10501.625856781686+2927.847357555692j),21.524442001558562,21
3144.0,0.003948667324777887,(-5935.175161837962-15613.408883658962j),32.97815992990193,26
3144.0,0.004935834155972359,(-9125.945964232762+306.9134755361292j),18.02784874416563,37
3144.0,0.00592300098716683,(-6575.350869771428+8683.008923607238j),21.503918301668843,43
3144.0,0.006910167818361302,(3919.659179559379+7586.008021894596j),16.858456502448277,53
3144.0,0.007897334649555774,(3072.626632170769+5552.47167225876j),12.52900632287083,58
3144.0,0.008884501480750246,(6002.943116957786-450.54349715875514j),11.885146825207164,66
3144.0,0.009871668311944718,(4217.436489788492-2452.11635306962j),9.631763077582267,71
3144.0,0.01085883514313919,(2242.615379844612+4620.661653485209j),10.140435599058003,78
3144.0,0.01184600197433366,(4249.31650372005-4246.948034234829j),11.861335642597924,86
3144.0,0.012833168805528133,(-3126.611580071357-2407.7805369432167j),7.791268754454562,94
3144.0,0.013820335636722605,(937.7059349030828-5713.858137456552j),11.431965988058863,99
3144.0,0.014807502467917077,(-4291.022358143919+2529.8744132012494j),9.834706206782448,107
3144.0,0.01579466929911155,(-2838.092263926413+1272.803360388017j),6.141033416046874,114
3144.0,0.01678183613030602,(-3443.5878373538376+482.4597333488212j),6.865194104230725,119
10043.0,0.0,(254008-0j),36.73821232282325,0
10043.0,0.0001446340757882557,(22036.87563556767-55745.04263028701j),17.339529429269394,10
10043.0,0.0002892681515765114,(-2314.7852460127865-33449.09060111844j),9.698897959729257,18
10043.0,0.0004339022273647671,(2435.5660752686817-24723.976227443854j),7.186476930947772,25
10043.0,0.0005785363031530228,(3964.499055656307-20835.715432924393j),6.135242408661438,32
10043.0,0.0007231703789412785,(-1888.2804856102412-20824.24167878044j),6.048503978613472,39
10043.0,0.0008678044547295342,(4536.811346064689-10405.59939418686j),3.283660597152399,46
10043.0,0.00101243853051779,(-1868.0760494480892-18310.247168745114j),5.324065471106919,53
10043.0,0.0011570726063060456,(6360.833203886239-15040.299265495847j),4.723765752669784,61
10043.0,0.0013017066820943013,(-730.227653171677-19842.79200291368j),5.743773179957802,68
10043.0,0.001446340757882557,(-6539.209598800226-11344.570872604774j),3.787762388391495,76
10043.0,0.0015909748336708127,(-10242.149180727414-10413.06258128872j),4.225033353756124,83
10043.0,0.0017356089094590684,(-16339.624609302267-12503.092676528737j),5.951551862935079,91
10043.0,0.0018802429852473241,(-1809.1486345265741-7605.25747885795j),2.2613473707364795,99
10043.0,0.00202487706103558,(-12319.646363974382-6866.546175083037j),4.079841362217957,105
10043.0,0.0021695111368238355,(-6191.784334896018-8184.972735253235j),2.968798540362089,113
10043.0,0.0023141452126120912,(-5261.967385995943-703.1171524710123j),1.5356481568518257,120
10043.0,0.002458779288400347,(-4806.543027452471-6780.726267460866j),2.404253500647835,127
10055.0,0.0,(254007.99999999997-0j),46.27582437602477,0
10055.0,0.00018218254691200583,(20306.081791490244-56503.45301636598j),21.877012939202526,8
10055.0,0.00036436509382401167,(2654.365418027219-34101.05678970617j),12.462818844781857,14
10055.0,0.0005465476407360175,(530.4315947935402-24498.32439990304j),8.928426348402656,20
10055.0,0.0007287301876480233,(7590.2951329600355-19432.872859536295j),7.601612366972009,25
10055.0,0.0009109127345600292,(-2273.0581706128196-20813.621592378004j),7.6288483047776845,31
10055.0,0.001093095281472035,(2122.132420920365-11282.968731126346j),4.183203733333874,37
10055.0,0.0012752778283840408,(-1112.7352795178058-18277.239110481278j),6.671918367669018,42
10055.0,0.0014574603752960467,(9661.991715343363-13278.076792094855j),5.983374181937339,48
10055.0,0.0016396429222080525,(-858.5236457558697-19849.090689368488j),7.239077675104868,54
10055.0,0.0018218254691200583,(-5080.10145027316-12170.85238136931j),4.8054365847394305,60
10055.0,0.0020040080160320644,(-10724.30282418789-9769.863960530292j),5.285943171662554,66
10055.0,0.00218619056294407,(-14333.06457564744-14716.162176822396j),7.485039673936381,72
10055.0,0.0023683731098560756,(289.29986211447886-7931.336878437317j),2.8918241246922705,78
10055.0,0.0025505556567680817,(-10712.69181454965-8773.862077217991j),5.045403091110749,83
10055.0,0.0027327382036800877,(-7335.3371223137865-7033.220082898446j),3.702805573754237,90
10055.0,0.0029149207505920934,(-5154.856601859234-1386.223003993074j),1.9449780313537792,95
10055.0,0.003097103297504099,(-5276.89055136792-6263.076058215421j),2.9840521431319447,101
10059.0,0.0,(127623-0j),270.38771186440675,0
10059.0,0.00211864406779661,(-7756.138431699639+3936.3296345722324j),36.855242958940714,14
10059.0,0.00423728813559322,(-2708.3296397114837+5133.909414209933j),24.595286080093192,21
10059.0,0.006355932203389831,(3001.2756065368517+3713.2500979951187j),20.230946095448434,27
10059.0,0.00847457627118644,(2865.2015450829126+4590.836921682383j),22.930410198121862,34
10059.0,0.01059322033898305,(-984.4298898682474-2987.8000580775793j),13.329656811121724,44
10059.0,0.012711864406779662,(-2739.233808474806-661.7957981660512j),11.940867075737243,52
10059.0,0.014830508474576272,(346.6414239316987+2229.3238212034366j),9.5598000096223,58
10059.0,0.01694915254237288,(-21.487254080908656+2057.1040737247868j),8.717018186598061,66
10059.0,0.019067796610169493,(265.6319280791352+1679.5556994988056j),7.205218697214074,73
10059.0,0.0211864406779661,(1100.565496952746+945.9199773259464j),6.149192802007353,78
10059.0,0.023305084745762712,(-721.909605774857-1092.2025411473935j),5.5475470033354695,84
10059.0,0.025423728813559324,(-1138.731982588007-633.2106330183306j),5.5209543018960785,93
10059.0,0.02754237288135593,(-1302.8473054088938+47.54103602954808j),5.524213582967995,99
10059.0,0.029661016949152543,(-383.97304527460636+1438.7476705522404j),6.3097619097111775,105
10059.0,0.03177966101694915,(-288.4933518703895+999.4691254126546j),4.407934469628655,112
10059.0,0.03389830508474576,(588+759j),4.068293137069134,118
10059.0,0.036016949152542374,(670.1574142912834-52.923434943365976j),2.8484910664240126,124
10060.0,0.0,(67935-0j),284.2468619246862,0
10060.0,0.0041841004184100415,(-6052.8387911859245+4133.600000014537j),61.335833284911736,7
10060.0,0.008368200836820083,(346.92102684157+2926.255552248661j),24.658981891514628,12
10060.0,0.012552301255230124,(202.63132529688437-1746.8375940886613j),14.715906556745862,21
10060.0,0.016736401673640166,(-1708.4218836907635+657.3739685373737j),15.31825590371139,28
10060.0,0.02092050209205021,(-219.71688288571406+986.229002612991j),8.455292216864999,33
10060.0,0.025104602510460247,(589.8025405673743+1173.2330102646135j),10.98863859946212,38
10060.0,0.02928870292887029,(-1017.4528729409944-79.42574591325092j),8.54015299514152,47
10060.0,0.03347280334728033,(-604.8610050316432+747.6401774152288j),8.047506354310658,53
10060.0,0.03765690376569037,(391.77176379427146+536.0134892738223j),5.555852509646223,61
10060.0,0.04184100418410042,(-261.58543521160743+159.1285464450147j),2.5622118335775044,68
10060.0,0.046025104602510455,(-400.57189647425247+581.5275457357895j),5.909112042648719,75
10060.0,0.050209205020920494,(-169.3382748003865+572.3799667439694j),4.995011798244286,83
10060.0,0.05439330543933054,(-362.4329427870643-430.07809558967597j),4.7065071210169265,91
10060.0,0.05857740585774058,(-560.0838381696881+246.0701019271274j),5.119290213202598,96
10060.0,0.06276150627615062,(-163.02520845545962+316.04390532733817j),2.9758452742253545,101
10060.0,0.06694560669456066,(-313.3863579658619+75.41910055924545j),2.697353604503497,107
10060.0,0.0711297071129707,(-475.8514558942659-140.04544716377848j),4.150891941812775,117
10065.0,0.0,(139050-0j),266.8905950095969,0
10065.0,0.0019193857965451055,(-8071.422799382989-694.5534486384331j),31.098852855143665,14
10065.0,0.003838771593090211,(-5519.376617270104+1914.6228545624538j),22.426213683840558,22
10065.0,0.005758157389635317,(5287.296688328724+358.9315876482897j),20.343438912719822,34
10065.0,0.007677543186180422,(924.9144864107242-2668.6899578535563j),10.84231995444143,42
10065.0,0.009596928982725527,(-698.1443221676343-2960.560468440074j),11.67663442819291,47
10065.0,0.011516314779270634,(-362.82069674247487+2185.4645247068115j),8.504325251242589,59
10065.0,0.013435700575815739,(492.31185228761535+2653.6080400508463j),10.360421808318272,64
10065.0,0.015355086372360844,(-709.5217106928651+1775.6690657818142j),7.340411561403268,74
10065.0,0.01727447216890595,(1139.744322331888+1416.5442647018751j),6.9794048805296125,83
10065.0,0.019193857965451054,(-927.0451490385623+548.9152842978932j),4.135767696659621,94
10065.0,0.02111324376199616,(-1262.0552261516837-832.5947722248892j),5.804036608278085,99
10065.0,0.023032629558541268,(-1071.5369317047812-919.0385962942861j),5.419093853039792,105
10065.0,0.02495201535508637,(35.947432345103266+1351.2579728215608j),5.189005919050993,116
10065.0,0.026871401151631478,(-546.7812472830133+1037.9370783973604j),4.503458475179233,121
10065.0,0.02879078694817658,(205.6296442647216+1119.146153083617j),4.3680627160880805,130
10065.0,0.030710172744721688,(949.6538871290618-449.7979699938643j),4.033744802534304,137
10065.0,0.03262955854126679,(-583.6750130805999+427.5707890329544j),2.7774601491313953,146
10066.0,0.0,(86793-0j),279.0771704180064,0
10066.0,0.003215434083601286,(-6579.479381597665+2484.468191908366j),45.2278578866994,9
10066.0,0.006430868167202572,(-68.44069177392339+4859.4168575063895j),31.253368473572472,15
10066.0,0.00964630225080386,(1555.0126456220517-421.7943366796675j),10.361433451552783,24
10066.0,0.012861736334405145,(-92.27301689976389-2204.6719302330266j),14.190366913875415,29
10066.0,0.01607717041800643,(-1059.0541230061824+1334.1785114696477j),10.95444725387493,35
10066.0,0.01929260450160772,(-248.30799902560616+955.5542460304663j),6.349129342583476,41
10066.0,0.022508038585209004,(-7.446215637579257+1386.8931064159706j),8.919055277181286,46
10066.0,0.02572347266881029,(1038.5206623974802-640.3821010161817j),7.846224220673426,52
10066.0,0.028938906752411574,(-658.9977932701155-845.2220166188899j),6.8923738220389525,59
10066.0,0.03215434083601286,(-1062.444977867068+348.67288738736914j),7.190970540554513,64
10066.0,0.03536977491961415,(-556.3669715055237+867.6594835297329j),6.6284040598576075,69
10066.0,0.03858520900321544,(-70.51449796138871+777.3406403966414j),5.019500709981902,74
10066.0,0.04180064308681672,(9.730552521751349+496.64427947574853j),3.1944668407677153,79
10066.0,0.04501607717041801,(-358.3537995331672-207.68661905852719j),2.6635843722784824,85
10066.0,0.04823151125401929,(-232.39031416581912-382.11935033546183j),2.876118748807552,93
10066.0,0.05144694533762058,(-473.0827249174542+434.0255075648221j),4.1287245722987,99
10066.0,0.05466237942122187,(-241.25633147600837+556.6353450212234j),3.9014096811534427,108
10111.0,0.0,(254008-0j),208.37407711238723,0
10111.0,0.0008203445447087777,(-7370.847978823676-19189.161163289635j),33.72617134024185,7
10111.0,0.0016406890894175555,(-14745.777541873109-14336.734660393086j),33.74319202224264,16
10111.0,0.002461033634126333,(2262.307590489554-5672.900570403166j),10.020277620422624,22
10111.0,0.003281378178835111,(1591.6818167227502+13176.558174464832j),21.775791294498923,28
10111.0,0.004101722723543888,(-11138.61154735789+6668.267341770397j),21.2995605158294,36
10111.0,0.004922067268252666,(-3767.743426042779+7897.980374155755j),14.357106207373333,43
10111.0,0.005742411812961444,(260.5073821770211+9621.476624873114j),15.791636878356012,52
10111.0,0.006562756357670222,(3944.855219023772+8413.274258933227j),15.245618715052245,61
10111.0,0.007383100902379,(5932.44170666191+4804.632528572247j),12.52506374346425,70
10111.0,0.008203445447087777,(4208.877624880015-2876.687284832283j),8.364293577556213,77
10111.0,0.009023789991796555,(4436.910333033902+3734.1481740094578j),9.514587303172988,82
10111.0,0.009844134536505332,(4301.785118047408-2201.923505310094j),7.928760069176945,89
10111.0,0.010664479081214111,(4295.667603238421+4063.9017708921374j),9.702017317401255,94
10111.0,0.011484823625922888,(2286.065415584135-4015.7826722819846j),7.581440462314576,101
10111.0,0.012305168170631667,(1414.5489239862648-6182.817856412981j),10.406184246620425,110
10111.0,0.013125512715340444,(-3042.046065235357-1157.8507548161078j),5.340351659488645,117
10111.0,0.01394585726004922,(-2519.7301375012908-4610.640547828645j),8.620575529177891,122
10112.0,0.0,(239376.99999999997-0j),262.7628979143798,0
10112.0,0.0010976948408342481,(-5952.914247634606-6995.885837209064j),20.166492400199317,7
10112.0,0.0021953896816684962,(-11660.502944188054-6776.275356875213j),29.60808667132308,12
10112.0,0.003293084522502744,(4533.606473465594+8611.432275726314j),21.365366519761686,21
10112.0,0.0043907793633369925,(-11056.403355088241+9946.539962915076j),32.64993339300181,27
10112.0,0.005488474204171241,(-7175.348638227079+7419.84136027366j),22.660385834525737,32
10112.0,0.006586169045005488,(1439.9708283337895+6411.992981720721j),14.427430527344846,37
10112.0,0.007683863885839737,(-5049.9858740618465+5872.063149746763j),17.00307453098917,43
10112.0,0.008781558726673985,(3494.02404914171+7693.84594467765j),18.551168749228374,52
10112.0,0.009879253567508232,(4914.66541487796+3213.83961385144j),12.891761374905514,59
10112.0,0.010976948408342482,(4222.755534401644+2010.4084660656613j),10.267621028430456,66
10112.0,0.012074643249176729,(3138.6560455265376-228.23400572963726j),6.908766989167805,77
10112.0,0.013172338090010977,(2955.834708305485-2402.5612495509085j),8.362463611726469,84
10112.0,0.014270032930845226,(-68.94377855362382-3061.0844241652403j),6.7219774413567235,89
10112.0,0.015367727771679473,(-4181.158847035799+248.75151089004953j),9.195503517387246,96
10112.0,0.01646542261251372,(310.75150789450186+3569.6620129119583j),7.866437944913163,103
10112.0,0.01756311745334797,(-2967.958770658247-685.6307369252881j),6.6874282431461385,111
10112.0,0.01866081229418222,(-1682.4800634376456-1849.0708259083547j),5.488387302535096,118
10113.0,0.0,(248010-0j),263.0010604453871,0
10113.0,0.0010604453870625664,(1269.8943899417752-9713.918366673306j),20.77746121273918,7
10113.0,0.0021208907741251328,(-7211.164456991518-5747.358050256123j),19.557444119779376,14
10113.0,0.0031813361611876994,(9499.05035875199-564.9914680299034j),20.182053048436472,22
10113.0,0.0042417815482502655,(-7589.201381053715+12587.430632472786j),31.173443025627368,28
10113.0,0.005302226935312832,(-7795.267537880456+7247.800750747833j),22.574968198610378,33
10113.0,0.006362672322375399,(-5880.042240152621+10426.274920669875j),25.387169360732443,40
10113.0,0.007423117709437965,(-164.75311338450615+9860.018161596518j),20.914940642023037,45
10113.0,0.008483563096500531,(4404.894711649174+5517.6410271408295j),14.974068633103409,54
10113.0,0.009544008483563097,(3351.1069528486973+3052.68832673429j),9.614169782860449,61
10113.0,0.010604453870625663,(4689.54914589861-2270.540402109472j),11.050476960140237,66
10113.0,0.01166489925768823,(5942.467210474365-1170.3501875725215j),12.845427779345393,73
10113.0,0.012725344644750797,(3722.435680752903-3163.2412155917855j),10.360420614006877,80
10113.0,0.013785790031813364,(4221.741457362721-3208.8700179419106j),11.246711568265935,87
10113.0,0.01484623541887593,(2440.8275792394156-2114.161018978346j),6.848643693102936,92
10113.0,0.015906680805938496,(1636.6942369858782+3835.963951967182j),8.845255632617304,101
10113.0,0.016967126193001062,(-3120.2352148386944+1319.0891147054697j),7.184739017752023,106
10113.0,0.018027571580063628,(-4154.970670444505+1484.4861364322928j),9.357787428961748,115
10116.0,0.0,(254008-0j),145.23041738136078,0
10116.0,0.0005717552887364208,(6691.184543923362-19962.169365476697j),24.07517950143834,8
10116.0,0.0011435105774728416,(4182.784428397017-18031.40541373264j),21.166602162147758,17
10116.0,0.0017152658662092624,(-15875.875426996476-13108.854297975218j),23.543143900633165,23
10116.0,0.002287021154945683,(-8059.613561974436-2290.640326783349j),9.58125423538244,29
10116.0,0.002858776443682104,(-8350.118545947213-207.93941001781923j),9.551409099493426,34
10116.0,0.003430531732418525,(-4832.861125563892+13123.976921150745j),15.992612422676798,40
10116.0,0.004002287021154946,(-9505.695047819774-14107.824043116834j),19.45275642562684,45
10116.0,0.004574042309891366,(-11924.573213943815-5036.569246022533j),14.802278494014022,51
10116.0,0.005145797598627787,(-6014.910639350445+7293.416195839337j),10.810443813332904,58
10116.0,0.005717552887364208,(-8910.029427329655+1626.7406299845538j),10.357132631474855,64
10116.0,0.006289308176100629,(-9426.60032730546+5108.183358208772j),12.26034963175591,74
10116.0,0.00686106346483705,(5750.780750575948+6540.2539937396505j),9.958815272593142,84
10116.0,0.00743281875357347,(-4667.664757608881+5631.085613301959j),8.363763274036433,91
10116.0,0.008004574042309892,(7123.900679039381-2590.3787046230373j),8.668083432604497,101
10116.0,0.008576329331046312,(1444.9585709165726+5802.602807196274j),6.8379737846291535,106
10116.0,0.009148084619782733,(5858.187192060921-845.689029888048j),6.76834116926556,114
10116.0,0.009719839908519153,(5484.680271328352+1120.33459074499j),6.401296966264002,122
10117.0,0.0,(254007.9999999999-0j),84.55659121171769,0
10117.0,0.00033288948069241014,(-677.7202908884965-24180.669435740987j),16.10530288024483,11
10117.0,0.0006657789613848203,(-2911.185249488976-20763.36121613392j),13.959023574515307,17
10117.0,0.0009986684420772304,(-1370.9831955280424-18294.96176799213j),12.214553293519334,23
10117.0,0.0013315579227696406,(-7274.718347790479-17582.177070677153j),12.668261768118633,30
10117.0,0.0016644474034620508,(-6278.814938035919-17962.024522967626j),12.668320628142185,39
10117.0,0.0019973368841544607,(-13494.212894526576-1840.9882286185639j),9.067386868527098,46
10117.0,0.002330226364846871,(-3661.560003898179-7523.581383469035j),5.5707559602994055,55
10117.0,0.002663115845539281,(-12199.958814422596-435.4775243765862j),8.12764881845357,62
10117.0,0.0029960053262316913,(-14339.536188822109+3407.033587051903j),9.812736666853544,68
10117.0,0.0033288948069241015,(-3852.5382328110863-15953.279993731405j),10.92667201255507,77
10117.0,0.0036617842876165117,(-13877.399628822648-508.7046230273386j),9.245486222237457,88
10117.0,0.0039946737683089215,(-9171.20935332186+2254.065569230778j),6.287713677103079,99
10117.0,0.004327563249001332,(-8562.555963468962+2818.4476850663614j),6.001657125676604,105
10117.0,0.004660452729693742,(-8758.720563251642+2082.978914452863j),5.9940071782249875,110
10117.0,0.0049933422103861525,(-3571.7022468255373+6699.143873234819j),5.054467661766251,116
10117.0,0.005326231691078562,(-4116.66352462426+6744.934148151362j),5.260962234976014,121
10117.0,0.005659121171770972,(-9748.299764518124+4084.8173357361898j),7.036974376312096,127
10118.0,0.0,(254007.99999999994-0j),127.25851703406809,0
10118.0,0.000501002004008016,(9421.403623710321-17797.90180007539j),20.178085803469337,9
10118.0,0.001002004008016032,(4947.608338352609-15360.49445535356j),16.169985964535417,15
10118.0,0.0015030060120240479,(-8332.534466153948-16472.873152985638j),18.497403267454683,20
